codigo_campo,campana,fecha,tipo_riego,volumen_m3,horas_riego,cumplimiento_pct
C-1016,2023-2024,2023-10-09,goteo,75.0,0.8,92.1
C-1016,2023-2024,2023-10-16,goteo,118.4,1.3,81.4
C-1016,2023-2024,2023-10-23,goteo,113.8,1.4,79.6
C-1016,2023-2024,2023-10-30,goteo,77.5,0.8,91.4
C-1016,2023-2024,2023-11-06,goteo,83.9,0.6,85.4
C-1016,2023-2024,2023-11-13,goteo,113.8,1.4,77.2
C-1016,2023-2024,2023-11-20,goteo,77.5,0.6,89.9
C-1016,2023-2024,2023-11-27,goteo,94.0,0.7,68.2
C-1016,2023-2024,2023-12-04,goteo,129.2,1.2,88.9
C-1016,2023-2024,2023-12-11,goteo,117.2,1.0,80.8
C-1016,2023-2024,2023-12-18,goteo,99.8,1.0,100.0
C-1016,2023-2024,2023-12-25,goteo,110.8,0.9,86.5
C-1016,2023-2024,2024-01-01,goteo,86.8,0.9,77.5
C-1016,2023-2024,2024-01-08,goteo,110.0,1.2,85.9
C-1016,2023-2024,2024-01-15,goteo,103.8,1.0,82.3
C-1016,2023-2024,2024-01-22,goteo,93.5,0.7,94.6
C-1016,2023-2024,2024-01-29,goteo,100.6,0.7,78.6
C-1016,2023-2024,2024-02-05,goteo,119.2,1.0,78.2
C-1016,2023-2024,2024-02-12,goteo,110.9,1.0,87.4
C-1016,2023-2024,2024-02-19,goteo,92.4,0.9,90.5
C-1016,2023-2024,2024-02-26,goteo,115.7,1.0,75.9
C-1016,2023-2024,2024-03-04,goteo,104.0,0.9,67.5
C-1016,2023-2024,2024-03-11,goteo,106.6,1.1,78.2
C-1016,2023-2024,2024-03-18,goteo,92.6,1.0,79.4
C-1017,2023-2024,2023-03-14,goteo,161.4,1.8,52.0
C-1017,2023-2024,2023-03-21,goteo,180.0,1.8,70.4
C-1017,2023-2024,2023-03-28,goteo,123.9,1.5,69.1
C-1017,2023-2024,2023-04-04,goteo,136.3,1.6,62.7
C-1017,2023-2024,2023-04-11,goteo,205.7,1.8,50.4
C-1017,2023-2024,2023-04-18,goteo,221.5,2.6,71.5
C-1017,2023-2024,2023-04-25,goteo,184.7,1.6,67.6
C-1017,2023-2024,2023-05-02,goteo,158.6,1.2,65.5
C-1017,2023-2024,2023-05-09,goteo,190.1,1.9,62.3
C-1017,2023-2024,2023-05-16,goteo,187.7,2.2,69.5
C-1017,2023-2024,2023-05-23,goteo,145.1,1.2,59.1
C-1017,2023-2024,2023-05-30,goteo,146.2,1.2,71.5
C-1017,2023-2024,2023-06-06,goteo,157.4,1.7,74.6
C-1017,2023-2024,2023-06-13,goteo,167.1,1.4,76.3
C-1017,2023-2024,2023-06-20,goteo,159.7,1.8,61.0
C-1017,2023-2024,2023-06-27,goteo,139.7,1.2,68.7
C-1017,2023-2024,2023-07-04,goteo,142.2,1.4,55.0
C-1017,2023-2024,2023-07-11,goteo,130.8,1.4,75.9
C-1017,2023-2024,2023-07-18,goteo,162.7,1.4,48.9
C-1017,2023-2024,2023-07-25,goteo,144.8,1.7,48.5
C-1017,2023-2024,2023-08-01,goteo,164.0,1.2,53.1
C-1017,2023-2024,2023-08-08,goteo,148.2,1.6,66.9
C-1017,2023-2024,2023-08-15,goteo,168.6,1.7,69.7
C-1017,2023-2024,2023-08-22,goteo,188.8,1.4,66.1
C-1017,2023-2024,2023-08-29,goteo,173.6,2.0,60.5
C-1017,2023-2024,2023-09-05,goteo,153.1,1.5,67.1
C-1017,2023-2024,2023-09-12,goteo,158.9,1.7,58.6
C-1017,2023-2024,2023-09-19,goteo,145.2,1.1,54.0
C-1017,2023-2024,2023-09-26,goteo,184.9,1.9,56.8
C-1017,2023-2024,2023-10-03,goteo,180.7,1.9,52.4
C-1017,2023-2024,2023-10-10,goteo,185.9,1.7,60.4
C-1017,2023-2024,2023-10-17,goteo,162.2,1.2,63.8
C-1017,2023-2024,2023-10-24,goteo,132.2,1.1,59.8
C-1017,2023-2024,2023-10-31,goteo,206.8,1.6,45.8
C-1017,2023-2024,2023-11-07,goteo,169.8,2.0,76.3
C-1017,2023-2024,2023-11-14,goteo,205.5,2.2,71.0
C-1017,2023-2024,2023-11-21,goteo,143.7,1.6,53.5
C-1017,2023-2024,2023-11-28,goteo,145.6,1.1,70.9
C-1017,2023-2024,2023-12-05,goteo,180.5,1.6,52.9
C-1017,2023-2024,2023-12-12,goteo,153.7,1.7,70.6
C-1017,2023-2024,2023-12-19,goteo,189.7,1.5,57.6
C-1017,2023-2024,2023-12-26,goteo,95.0,0.8,75.1
C-1017,2023-2024,2024-01-02,goteo,151.5,1.3,76.8
C-1017,2023-2024,2024-01-09,goteo,191.8,1.5,61.3
C-1017,2023-2024,2024-01-16,goteo,158.0,1.3,76.5
C-1017,2023-2024,2024-01-23,goteo,171.4,1.4,73.0
C-1017,2023-2024,2024-01-30,goteo,132.9,1.3,61.3
C-1017,2023-2024,2024-02-06,goteo,100.4,0.9,55.5
C-1017,2023-2024,2024-02-13,goteo,174.0,2.0,65.2
C-1017,2023-2024,2024-02-20,goteo,208.4,1.8,63.5
C-1017,2023-2024,2024-02-27,goteo,168.5,2.0,63.9
C-1017,2023-2024,2024-03-05,goteo,122.5,0.9,58.2
C-1017,2023-2024,2024-03-12,goteo,210.3,2.6,71.9
C-1018,2023-2024,2023-04-08,goteo,169.3,1.3,84.4
C-1018,2023-2024,2023-04-15,goteo,178.2,1.4,72.7
C-1018,2023-2024,2023-04-22,goteo,150.1,1.3,78.5
C-1018,2023-2024,2023-04-29,goteo,228.8,1.7,95.8
C-1018,2023-2024,2023-05-06,goteo,165.1,1.3,72.8
C-1018,2023-2024,2023-05-13,goteo,158.7,1.8,96.1
C-1018,2023-2024,2023-05-20,goteo,175.8,1.5,88.5
C-1018,2023-2024,2023-05-27,goteo,211.7,1.6,100.0
C-1018,2023-2024,2023-06-03,goteo,157.7,1.5,73.7
C-1018,2023-2024,2023-06-10,goteo,229.6,2.1,80.7
C-1018,2023-2024,2023-06-17,goteo,202.0,1.6,99.1
C-1018,2023-2024,2023-06-24,goteo,130.6,1.0,79.7
C-1018,2023-2024,2023-07-01,goteo,119.8,1.0,81.3
C-1018,2023-2024,2023-07-08,goteo,189.0,2.2,80.6
C-1018,2023-2024,2023-07-15,goteo,159.4,1.3,91.3
C-1018,2023-2024,2023-07-22,goteo,155.7,1.5,91.9
C-1018,2023-2024,2023-07-29,goteo,179.8,1.4,79.2
C-1018,2023-2024,2023-08-05,goteo,117.9,0.9,95.4
C-1018,2023-2024,2023-08-12,goteo,180.4,2.1,82.1
C-1018,2023-2024,2023-08-19,goteo,170.5,1.2,72.5
C-1018,2023-2024,2023-08-26,goteo,148.7,1.2,82.6
C-1018,2023-2024,2023-09-02,goteo,184.7,1.8,86.3
C-1018,2023-2024,2023-09-09,goteo,198.0,1.5,84.5
C-1018,2023-2024,2023-09-16,goteo,167.7,1.4,82.8
C-1018,2023-2024,2023-09-23,goteo,202.3,1.7,76.3
C-1018,2023-2024,2023-09-30,goteo,157.6,1.6,80.4
C-1018,2023-2024,2023-10-07,goteo,182.5,1.8,90.5
C-1018,2023-2024,2023-10-14,goteo,206.5,2.3,75.9
C-1018,2023-2024,2023-10-21,goteo,147.1,1.7,79.8
C-1018,2023-2024,2023-10-28,goteo,141.1,1.3,79.6
C-1018,2023-2024,2023-11-04,goteo,153.0,1.9,92.8
C-1018,2023-2024,2023-11-11,goteo,175.2,1.3,84.8
C-1018,2023-2024,2023-11-18,goteo,162.7,1.6,85.5
C-1018,2023-2024,2023-11-25,goteo,181.2,1.3,76.7
C-1018,2023-2024,2023-12-02,goteo,192.0,1.6,70.8
C-1018,2023-2024,2023-12-09,goteo,189.8,1.4,76.6
C-1018,2023-2024,2023-12-16,goteo,169.9,1.5,73.3
C-1018,2023-2024,2023-12-23,goteo,196.9,2.2,74.5
C-1018,2023-2024,2023-12-30,goteo,176.0,2.1,79.6
C-1018,2023-2024,2024-01-06,goteo,189.0,1.4,76.2
C-1018,2023-2024,2024-01-13,goteo,174.1,1.4,93.3
C-1018,2023-2024,2024-01-20,goteo,153.2,1.8,77.1
C-1018,2023-2024,2024-01-27,goteo,216.7,1.9,94.0
C-1018,2023-2024,2024-02-03,goteo,153.4,1.3,88.1
C-1018,2023-2024,2024-02-10,goteo,144.2,1.7,89.7
C-1018,2023-2024,2024-02-17,goteo,197.0,2.5,83.8
C-1018,2023-2024,2024-02-24,goteo,189.5,2.0,73.1
C-1019,2023-2024,2023-03-18,gravedad,147.0,1.7,92.9
C-1019,2023-2024,2023-03-25,gravedad,158.6,1.8,86.0
C-1019,2023-2024,2023-04-01,gravedad,127.8,1.6,73.4
C-1019,2023-2024,2023-04-08,gravedad,115.4,1.0,81.5
C-1019,2023-2024,2023-04-15,gravedad,156.6,1.8,81.9
C-1019,2023-2024,2023-04-22,gravedad,153.8,1.2,83.3
C-1019,2023-2024,2023-04-29,gravedad,126.5,1.1,85.4
C-1019,2023-2024,2023-05-06,gravedad,127.7,1.6,75.0
C-1019,2023-2024,2023-05-13,gravedad,130.8,1.5,90.1
C-1019,2023-2024,2023-05-20,gravedad,164.7,1.3,95.8
C-1019,2023-2024,2023-05-27,gravedad,137.9,1.1,73.7
C-1019,2023-2024,2023-06-03,gravedad,137.1,1.4,76.8
C-1019,2023-2024,2023-06-10,gravedad,149.9,1.2,79.1
C-1019,2023-2024,2023-06-17,gravedad,179.8,2.0,82.2
C-1019,2023-2024,2023-06-24,gravedad,122.6,1.3,78.9
C-1019,2023-2024,2023-07-01,gravedad,129.0,1.2,100.0
C-1019,2023-2024,2023-07-08,gravedad,136.4,1.6,74.4
C-1019,2023-2024,2023-07-15,gravedad,140.9,1.0,84.4
C-1019,2023-2024,2023-07-22,gravedad,156.4,1.6,82.7
C-1019,2023-2024,2023-07-29,gravedad,123.3,0.9,72.7
C-1019,2023-2024,2023-08-05,gravedad,116.7,1.0,85.5
C-1019,2023-2024,2023-08-12,gravedad,162.8,1.2,86.2
C-1019,2023-2024,2023-08-19,gravedad,104.5,0.9,81.4
C-1019,2023-2024,2023-08-26,gravedad,155.3,1.9,72.1
C-1019,2023-2024,2023-09-02,gravedad,110.1,1.1,84.5
C-1019,2023-2024,2023-09-09,gravedad,156.7,1.8,72.2
C-1019,2023-2024,2023-09-16,gravedad,126.6,1.2,69.1
C-1019,2023-2024,2023-09-23,gravedad,111.7,1.2,80.7
C-1019,2023-2024,2023-09-30,gravedad,116.8,1.3,88.5
C-1019,2023-2024,2023-10-07,gravedad,114.3,1.0,88.2
C-1019,2023-2024,2023-10-14,gravedad,133.1,1.0,89.3
C-1019,2023-2024,2023-10-21,gravedad,135.5,1.4,83.4
C-1019,2023-2024,2023-10-28,gravedad,134.7,1.6,82.6
C-1019,2023-2024,2023-11-04,gravedad,163.7,1.8,80.3
C-1019,2023-2024,2023-11-11,gravedad,140.7,1.3,71.8
C-1019,2023-2024,2023-11-18,gravedad,163.6,1.6,69.5
C-1019,2023-2024,2023-11-25,gravedad,167.7,1.5,88.0
C-1019,2023-2024,2023-12-02,gravedad,172.4,1.4,66.7
C-1019,2023-2024,2023-12-09,gravedad,102.7,1.3,75.3
C-1019,2023-2024,2023-12-16,gravedad,122.5,1.3,84.9
C-1019,2023-2024,2023-12-23,gravedad,111.0,1.4,92.1
C-1019,2023-2024,2023-12-30,gravedad,119.1,0.9,76.1
C-1019,2023-2024,2024-01-06,gravedad,153.6,1.3,85.9
C-1019,2023-2024,2024-01-13,gravedad,161.3,1.3,88.9
C-1019,2023-2024,2024-01-20,gravedad,123.8,1.3,82.1
C-1019,2023-2024,2024-01-27,gravedad,152.3,1.2,73.3
C-1019,2023-2024,2024-02-03,gravedad,113.2,0.9,81.5
C-1019,2023-2024,2024-02-10,gravedad,166.5,1.5,68.8
C-1019,2023-2024,2024-02-17,gravedad,162.6,1.7,82.7
C-1019,2023-2024,2024-02-24,gravedad,128.2,1.3,73.0
C-1019,2023-2024,2024-03-02,gravedad,134.8,1.0,71.3
C-1019,2023-2024,2024-03-09,gravedad,149.0,1.5,76.1
C-1019,2023-2024,2024-03-16,gravedad,150.4,1.7,79.7
C-1019,2023-2024,2024-03-23,gravedad,135.3,1.1,88.7
C-1020,2023-2024,2023-04-09,goteo,139.5,1.7,79.0
C-1020,2023-2024,2023-04-16,goteo,119.0,1.2,77.4
C-1020,2023-2024,2023-04-23,goteo,126.9,1.1,100.0
C-1020,2023-2024,2023-04-30,goteo,159.9,1.3,100.0
C-1020,2023-2024,2023-05-07,goteo,127.4,1.1,83.4
C-1020,2023-2024,2023-05-14,goteo,166.4,1.7,86.1
C-1020,2023-2024,2023-05-21,goteo,138.7,1.6,90.4
C-1020,2023-2024,2023-05-28,goteo,155.3,1.9,99.3
C-1020,2023-2024,2023-06-04,goteo,152.9,1.4,90.8
C-1020,2023-2024,2023-06-11,goteo,146.6,1.1,100.0
C-1020,2023-2024,2023-06-18,goteo,163.5,1.7,100.0
C-1020,2023-2024,2023-06-25,goteo,154.4,1.4,99.9
C-1020,2023-2024,2023-07-02,goteo,121.7,1.1,90.3
C-1020,2023-2024,2023-07-09,goteo,157.3,1.6,95.4
C-1020,2023-2024,2023-07-16,goteo,166.7,1.2,93.0
C-1020,2023-2024,2023-07-23,goteo,128.9,1.0,100.0
C-1020,2023-2024,2023-07-30,goteo,108.8,0.9,95.6
C-1020,2023-2024,2023-08-06,goteo,160.1,1.2,96.6
C-1020,2023-2024,2023-08-13,goteo,155.9,1.2,88.9
C-1020,2023-2024,2023-08-20,goteo,137.7,1.4,94.0
C-1020,2023-2024,2023-08-27,goteo,102.8,0.9,94.8
C-1020,2023-2024,2023-09-03,goteo,137.3,1.6,98.2
C-1020,2023-2024,2023-09-10,goteo,120.1,1.0,91.5
C-1020,2023-2024,2023-09-17,goteo,159.8,1.2,100.0
C-1020,2023-2024,2023-09-24,goteo,111.8,0.9,96.4
C-1020,2023-2024,2023-10-01,goteo,147.2,1.3,87.0
C-1020,2023-2024,2023-10-08,goteo,144.7,1.1,100.0
C-1020,2023-2024,2023-10-15,goteo,126.0,1.1,72.7
C-1020,2023-2024,2023-10-22,goteo,130.0,1.1,86.2
C-1020,2023-2024,2023-10-29,goteo,146.9,1.8,76.2
C-1020,2023-2024,2023-11-05,goteo,148.0,1.6,98.2
C-1020,2023-2024,2023-11-12,goteo,115.8,0.9,92.1
C-1020,2023-2024,2023-11-19,goteo,149.9,1.2,92.3
C-1020,2023-2024,2023-11-26,goteo,110.3,0.9,89.6
C-1020,2023-2024,2023-12-03,goteo,143.2,1.7,99.3
C-1020,2023-2024,2023-12-10,goteo,137.3,1.0,92.1
C-1020,2023-2024,2023-12-17,goteo,148.2,1.2,100.0
C-1020,2023-2024,2023-12-24,goteo,129.0,1.6,97.7
C-1020,2023-2024,2023-12-31,goteo,142.8,1.1,81.9
C-1020,2023-2024,2024-01-07,goteo,132.4,1.3,80.5
C-1020,2023-2024,2024-01-14,goteo,126.2,1.2,99.0
C-1020,2023-2024,2024-01-21,goteo,156.3,1.4,92.2
C-1020,2023-2024,2024-01-28,goteo,103.4,0.8,97.5
C-1020,2023-2024,2024-02-04,goteo,161.1,1.5,100.0
C-1020,2023-2024,2024-02-11,goteo,110.8,1.0,100.0
C-1020,2023-2024,2024-02-18,goteo,179.3,1.9,94.0
C-1020,2023-2024,2024-02-25,goteo,96.1,0.8,95.4
C-1020,2023-2024,2024-03-03,goteo,135.6,1.1,94.8
C-1020,2023-2024,2024-03-10,goteo,145.8,1.1,95.4
C-1020,2023-2024,2024-03-17,goteo,169.8,2.1,93.4
C-1020,2023-2024,2024-03-24,goteo,166.2,1.5,100.0
C-1020,2023-2024,2024-03-31,goteo,151.4,1.3,98.5
C-1020,2023-2024,2024-04-07,goteo,183.7,1.5,81.5
C-1020,2023-2024,2024-04-14,goteo,173.5,1.3,95.2
C-1020,2023-2024,2024-04-21,goteo,115.8,1.3,89.1
C-1021,2024-2025,2024-03-05,goteo,107.6,0.8,100.0
C-1021,2024-2025,2024-03-12,goteo,113.2,1.0,83.7
C-1021,2024-2025,2024-03-19,goteo,131.0,1.5,83.4
C-1021,2024-2025,2024-03-26,goteo,128.9,1.6,86.4
C-1021,2024-2025,2024-04-02,goteo,85.7,1.0,100.0
C-1021,2024-2025,2024-04-09,goteo,124.6,1.3,80.0
C-1021,2024-2025,2024-04-16,goteo,116.4,1.2,84.9
C-1021,2024-2025,2024-04-23,goteo,125.4,0.9,75.4
C-1021,2024-2025,2024-04-30,goteo,90.2,0.8,90.7
C-1021,2024-2025,2024-05-07,goteo,147.2,1.7,71.6
C-1021,2024-2025,2024-05-14,goteo,136.4,1.2,74.4
C-1021,2024-2025,2024-05-21,goteo,107.3,1.1,91.1
C-1021,2024-2025,2024-05-28,goteo,90.3,0.7,69.6
C-1021,2024-2025,2024-06-04,goteo,108.6,0.9,86.9
C-1021,2024-2025,2024-06-11,goteo,104.0,1.1,94.5
C-1021,2024-2025,2024-06-18,goteo,134.5,1.0,95.4
C-1021,2024-2025,2024-06-25,goteo,124.8,1.3,87.4
C-1021,2024-2025,2024-07-02,goteo,108.4,1.1,79.1
C-1021,2024-2025,2024-07-09,goteo,107.6,1.0,98.3
C-1021,2024-2025,2024-07-16,goteo,111.7,0.9,95.4
C-1021,2024-2025,2024-07-23,goteo,108.5,0.9,84.8
C-1021,2024-2025,2024-07-30,goteo,134.7,1.0,77.2
C-1021,2024-2025,2024-08-06,goteo,115.1,1.1,85.3
C-1021,2024-2025,2024-08-13,goteo,119.9,0.9,78.4
C-1021,2024-2025,2024-08-20,goteo,121.0,1.4,81.7
C-1021,2024-2025,2024-08-27,goteo,130.5,1.0,85.7
C-1021,2024-2025,2024-09-03,goteo,118.4,1.1,90.3
C-1021,2024-2025,2024-09-10,goteo,111.4,1.0,92.0
C-1021,2024-2025,2024-09-17,goteo,100.1,1.2,84.2
C-1021,2024-2025,2024-09-24,goteo,85.7,0.9,99.3
C-1021,2024-2025,2024-10-01,goteo,118.9,1.2,74.4
C-1021,2024-2025,2024-10-08,goteo,110.5,1.0,85.2
C-1021,2024-2025,2024-10-15,goteo,134.4,1.5,90.5
C-1021,2024-2025,2024-10-22,goteo,89.9,0.8,84.0
C-1021,2024-2025,2024-10-29,goteo,127.0,1.0,88.1
C-1021,2024-2025,2024-11-05,goteo,118.3,0.9,90.0
C-1021,2024-2025,2024-11-12,goteo,107.9,1.2,99.6
C-1021,2024-2025,2024-11-19,goteo,130.1,1.1,91.3
C-1021,2024-2025,2024-11-26,goteo,99.9,1.2,95.0
C-1021,2024-2025,2024-12-03,goteo,83.7,0.7,84.7
C-1021,2024-2025,2024-12-10,goteo,108.8,1.3,91.4
C-1021,2024-2025,2024-12-17,goteo,98.5,1.2,87.6
C-1021,2024-2025,2024-12-24,goteo,91.2,0.9,97.8
C-1021,2024-2025,2024-12-31,goteo,140.7,1.4,77.2
C-1021,2024-2025,2025-01-07,goteo,120.7,1.3,92.5
C-1021,2024-2025,2025-01-14,goteo,125.6,1.4,86.1
C-1021,2024-2025,2025-01-21,goteo,102.1,1.1,89.4
C-1021,2024-2025,2025-01-28,goteo,115.5,1.0,76.0
C-1021,2024-2025,2025-02-04,goteo,123.3,1.3,87.4
C-1021,2024-2025,2025-02-11,goteo,111.4,1.0,100.0
C-1021,2024-2025,2025-02-18,goteo,95.1,1.0,80.3
C-1021,2024-2025,2025-02-25,goteo,103.2,0.8,97.5
C-1022,2024-2025,2024-05-13,goteo,164.4,2.0,100.0
C-1022,2024-2025,2024-05-20,goteo,144.2,1.4,81.9
C-1022,2024-2025,2024-05-27,goteo,186.3,2.2,100.0
C-1022,2024-2025,2024-06-03,goteo,121.9,1.0,96.6
C-1022,2024-2025,2024-06-10,goteo,172.7,1.5,100.0
C-1022,2024-2025,2024-06-17,goteo,172.2,1.4,100.0
C-1022,2024-2025,2024-06-24,goteo,136.4,1.6,92.4
C-1022,2024-2025,2024-07-01,goteo,111.2,1.0,100.0
C-1022,2024-2025,2024-07-08,goteo,137.8,1.5,93.9
C-1022,2024-2025,2024-07-15,goteo,161.6,1.5,89.0
C-1022,2024-2025,2024-07-22,goteo,178.4,1.4,100.0
C-1022,2024-2025,2024-07-29,goteo,155.1,1.2,100.0
C-1022,2024-2025,2024-08-05,goteo,168.6,1.3,100.0
C-1022,2024-2025,2024-08-12,goteo,139.0,1.2,94.7
C-1022,2024-2025,2024-08-19,goteo,124.2,1.2,100.0
C-1022,2024-2025,2024-08-26,goteo,159.5,1.2,83.6
C-1022,2024-2025,2024-09-02,goteo,192.5,1.5,90.9
C-1022,2024-2025,2024-09-09,goteo,147.7,1.3,100.0
C-1022,2024-2025,2024-09-16,goteo,145.0,1.0,96.5
C-1022,2024-2025,2024-09-23,goteo,187.1,1.5,100.0
C-1022,2024-2025,2024-09-30,goteo,170.7,1.9,98.8
C-1022,2024-2025,2024-10-07,goteo,148.7,1.7,88.8
C-1022,2024-2025,2024-10-14,goteo,154.1,1.2,99.3
C-1022,2024-2025,2024-10-21,goteo,144.1,1.7,94.7
C-1022,2024-2025,2024-10-28,goteo,117.5,0.9,87.3
C-1022,2024-2025,2024-11-04,goteo,114.0,1.2,100.0
C-1022,2024-2025,2024-11-11,goteo,166.2,1.8,80.6
C-1022,2024-2025,2024-11-18,goteo,122.6,1.4,87.7
C-1022,2024-2025,2024-11-25,goteo,168.2,1.3,96.7
C-1022,2024-2025,2024-12-02,goteo,139.4,1.2,97.2
C-1022,2024-2025,2024-12-09,goteo,143.7,1.0,98.2
C-1022,2024-2025,2024-12-16,goteo,126.0,1.0,100.0
C-1022,2024-2025,2024-12-23,goteo,185.2,2.2,95.4
C-1022,2024-2025,2024-12-30,goteo,109.2,1.3,100.0
C-1022,2024-2025,2025-01-06,goteo,135.8,1.5,94.7
C-1022,2024-2025,2025-01-13,goteo,129.5,0.9,95.7
C-1022,2024-2025,2025-01-20,goteo,133.4,1.1,89.8
C-1022,2024-2025,2025-01-27,goteo,166.1,2.0,94.6
C-1022,2024-2025,2025-02-03,goteo,167.8,1.4,93.8
C-1022,2024-2025,2025-02-10,goteo,164.9,1.6,94.9
C-1022,2024-2025,2025-02-17,goteo,155.9,1.7,89.2
C-1022,2024-2025,2025-02-24,goteo,171.8,2.1,99.7
C-1022,2024-2025,2025-03-03,goteo,160.5,1.4,100.0
C-1022,2024-2025,2025-03-10,goteo,175.6,1.5,95.3
C-1022,2024-2025,2025-03-17,goteo,186.1,2.2,100.0
C-1022,2024-2025,2025-03-24,goteo,160.6,1.5,90.2
C-1022,2024-2025,2025-03-31,goteo,170.2,1.3,93.1
C-1022,2024-2025,2025-04-07,goteo,155.7,1.4,92.2
C-1022,2024-2025,2025-04-14,goteo,189.7,1.7,92.3
C-1022,2024-2025,2025-04-21,goteo,117.4,0.9,82.4
C-1023,2024-2025,2024-05-07,gravedad,241.6,2.3,67.8
C-1023,2024-2025,2024-05-14,gravedad,193.1,1.8,91.6
C-1023,2024-2025,2024-05-21,gravedad,163.0,1.3,79.7
C-1023,2024-2025,2024-05-28,gravedad,189.5,1.6,77.2
C-1023,2024-2025,2024-06-04,gravedad,165.1,1.3,84.3
C-1023,2024-2025,2024-06-11,gravedad,124.6,1.3,87.2
C-1023,2024-2025,2024-06-18,gravedad,177.9,1.7,80.6
C-1023,2024-2025,2024-06-25,gravedad,200.0,2.1,84.7
C-1023,2024-2025,2024-07-02,gravedad,193.9,1.6,77.7
C-1023,2024-2025,2024-07-09,gravedad,135.9,1.7,85.5
C-1023,2024-2025,2024-07-16,gravedad,198.0,1.4,73.9
C-1023,2024-2025,2024-07-23,gravedad,181.9,1.9,66.1
C-1023,2024-2025,2024-07-30,gravedad,179.7,1.8,73.6
C-1023,2024-2025,2024-08-06,gravedad,204.7,2.3,71.4
C-1023,2024-2025,2024-08-13,gravedad,161.8,2.0,95.4
C-1023,2024-2025,2024-08-20,gravedad,157.6,1.5,93.6
C-1023,2024-2025,2024-08-27,gravedad,160.6,1.3,69.4
C-1023,2024-2025,2024-09-03,gravedad,165.8,1.2,72.7
C-1023,2024-2025,2024-09-10,gravedad,191.6,2.0,78.6
C-1023,2024-2025,2024-09-17,gravedad,151.1,1.4,83.6
C-1023,2024-2025,2024-09-24,gravedad,195.3,1.7,74.5
C-1023,2024-2025,2024-10-01,gravedad,174.2,2.0,84.4
C-1023,2024-2025,2024-10-08,gravedad,177.0,1.4,77.0
C-1023,2024-2025,2024-10-15,gravedad,163.9,1.6,77.8
C-1023,2024-2025,2024-10-22,gravedad,151.5,1.1,82.6
C-1023,2024-2025,2024-10-29,gravedad,210.0,1.9,88.8
C-1023,2024-2025,2024-11-05,gravedad,201.6,2.0,79.5
C-1023,2024-2025,2024-11-12,gravedad,161.8,1.5,88.0
C-1023,2024-2025,2024-11-19,gravedad,176.1,1.7,72.2
C-1023,2024-2025,2024-11-26,gravedad,145.5,1.4,79.7
C-1023,2024-2025,2024-12-03,gravedad,150.4,1.3,83.4
C-1023,2024-2025,2024-12-10,gravedad,184.9,2.1,78.6
C-1023,2024-2025,2024-12-17,gravedad,165.8,1.4,80.5
C-1023,2024-2025,2024-12-24,gravedad,177.7,1.6,81.9
C-1023,2024-2025,2024-12-31,gravedad,110.6,0.9,100.0
C-1023,2024-2025,2025-01-07,gravedad,192.3,2.3,85.9
C-1023,2024-2025,2025-01-14,gravedad,151.2,1.3,78.4
C-1023,2024-2025,2025-01-21,gravedad,172.5,1.9,72.0
C-1023,2024-2025,2025-01-28,gravedad,170.4,1.7,84.3
C-1023,2024-2025,2025-02-04,gravedad,139.2,1.0,71.7
C-1023,2024-2025,2025-02-11,gravedad,212.1,1.8,72.4
C-1023,2024-2025,2025-02-18,gravedad,180.8,2.1,83.7
C-1023,2024-2025,2025-02-25,gravedad,184.5,2.1,73.0
C-1023,2024-2025,2025-03-04,gravedad,157.7,1.6,70.9
C-1023,2024-2025,2025-03-11,gravedad,180.4,1.7,83.7
C-1023,2024-2025,2025-03-18,gravedad,136.9,1.5,77.3
C-1023,2024-2025,2025-03-25,gravedad,206.1,2.4,91.1
C-1024,2024-2025,2024-03-09,gravedad,110.9,1.0,85.1
C-1024,2024-2025,2024-03-16,gravedad,105.7,1.0,78.7
C-1024,2024-2025,2024-03-23,gravedad,86.7,0.8,79.9
C-1024,2024-2025,2024-03-30,gravedad,120.3,1.1,77.4
C-1024,2024-2025,2024-04-06,gravedad,139.5,1.0,90.9
C-1024,2024-2025,2024-04-13,gravedad,120.6,1.2,76.2
C-1024,2024-2025,2024-04-20,gravedad,106.2,1.2,100.0
C-1024,2024-2025,2024-04-27,gravedad,83.7,0.9,80.1
C-1024,2024-2025,2024-05-04,gravedad,85.3,0.7,100.0
C-1024,2024-2025,2024-05-11,gravedad,102.1,1.1,70.5
C-1024,2024-2025,2024-05-18,gravedad,106.0,1.2,83.2
C-1024,2024-2025,2024-05-25,gravedad,113.6,1.3,91.0
C-1024,2024-2025,2024-06-01,gravedad,104.8,0.9,93.7
C-1024,2024-2025,2024-06-08,gravedad,110.2,1.0,94.7
C-1024,2024-2025,2024-06-15,gravedad,86.5,0.9,82.3
C-1024,2024-2025,2024-06-22,gravedad,92.6,0.7,91.2
C-1024,2024-2025,2024-06-29,gravedad,128.1,1.1,90.0
C-1024,2024-2025,2024-07-06,gravedad,129.8,1.0,88.9
C-1024,2024-2025,2024-07-13,gravedad,134.4,1.1,85.9
C-1024,2024-2025,2024-07-20,gravedad,96.2,1.0,98.3
C-1024,2024-2025,2024-07-27,gravedad,109.2,0.8,72.6
C-1024,2024-2025,2024-08-03,gravedad,109.1,1.2,82.6
C-1024,2024-2025,2024-08-10,gravedad,149.3,1.6,85.1
C-1024,2024-2025,2024-08-17,gravedad,110.4,0.9,82.3
