fundo,fecha,temp_max,temp_min,precipitacion_mm,humedad_pct,radiacion_mj_m2
Santa Rosa,2023-10-22,32.5,19.2,1.6,71.5,14.1
Santa Rosa,2023-10-25,23.4,13.3,4.0,68.2,21.0
Santa Rosa,2023-10-28,28.3,15.0,8.3,59.1,14.6
Santa Rosa,2023-10-31,22.9,17.0,1.8,51.3,19.7
Santa Rosa,2023-11-03,23.5,19.0,5.3,76.8,24.4
Santa Rosa,2023-11-06,24.3,15.8,2.7,71.2,21.4
Santa Rosa,2023-11-09,23.3,16.8,4.2,73.5,23.7
Santa Rosa,2023-11-12,28.3,16.4,7.8,76.9,26.0
Santa Rosa,2023-11-15,26.6,16.0,5.8,56.6,22.0
Santa Rosa,2023-11-18,26.1,13.2,3.3,84.3,13.5
Santa Rosa,2023-11-21,29.2,10.6,2.2,88.4,18.7
Santa Rosa,2023-11-24,26.9,17.2,1.9,70.7,20.3
Santa Rosa,2023-11-27,31.3,13.2,3.1,60.7,15.9
Santa Rosa,2023-11-30,29.5,15.7,7.0,64.8,17.7
Santa Rosa,2023-12-03,25.5,13.1,3.8,66.4,17.0
Santa Rosa,2023-12-06,27.0,16.1,19.0,68.6,28.6
Santa Rosa,2023-12-09,32.0,13.5,7.7,59.4,24.2
Santa Rosa,2023-12-12,25.7,16.1,4.7,69.9,22.8
Santa Rosa,2023-12-15,28.0,14.5,13.3,61.5,25.4
Santa Rosa,2023-12-18,25.2,14.7,12.0,60.8,18.3
Santa Rosa,2023-12-21,20.6,15.2,7.9,76.6,23.2
Santa Rosa,2023-12-24,27.7,14.2,1.3,67.7,25.9
Santa Rosa,2023-12-27,24.6,14.2,8.6,55.2,21.2
Santa Rosa,2023-12-30,27.2,18.2,2.3,94.0,19.7
Santa Rosa,2024-01-01,28.6,16.1,10.4,72.4,15.4
Santa Rosa,2024-01-04,27.7,16.2,11.7,63.2,24.8
Santa Rosa,2024-01-07,31.9,13.6,7.2,41.2,22.7
Santa Rosa,2024-01-10,22.1,14.8,7.9,67.8,23.4
Santa Rosa,2024-01-13,22.2,15.1,5.0,85.8,21.7
Santa Rosa,2024-01-16,23.9,14.9,5.2,77.1,16.3
Santa Rosa,2024-01-19,26.2,15.4,3.7,52.9,17.3
Santa Rosa,2024-01-22,30.3,15.1,0.7,71.4,28.9
Santa Rosa,2024-01-25,26.8,18.0,0.7,67.4,20.1
Santa Rosa,2024-01-28,24.9,15.4,1.7,62.0,20.0
Santa Rosa,2024-01-31,28.6,14.2,13.9,70.7,19.3
Santa Rosa,2024-02-03,21.8,15.1,0.1,87.5,22.3
Santa Rosa,2024-02-06,29.6,13.4,9.8,82.2,16.4
Santa Rosa,2024-02-09,29.2,17.3,15.1,66.7,16.1
Santa Rosa,2024-02-12,31.3,17.1,3.6,65.9,20.2
Santa Rosa,2024-02-15,27.2,16.6,0.9,62.2,14.1
Santa Rosa,2024-02-18,27.0,12.3,0.3,64.9,22.0
Santa Rosa,2024-02-21,31.8,11.9,1.1,67.7,21.4
Santa Rosa,2024-02-24,23.3,17.8,6.6,69.4,12.3
Santa Rosa,2024-02-27,27.0,17.5,4.2,81.7,24.5
Santa Rosa,2024-03-01,25.2,19.0,11.4,70.5,20.4
Santa Rosa,2024-03-04,27.0,10.6,3.3,56.4,26.5
Santa Rosa,2024-03-07,30.8,17.5,8.3,59.9,17.4
Santa Rosa,2024-03-10,31.7,14.4,19.8,85.0,26.6
Santa Rosa,2024-03-13,29.4,18.2,10.1,49.2,20.1
Santa Rosa,2024-03-16,28.4,15.5,3.4,60.4,16.0
Santa Rosa,2024-03-19,31.4,19.6,2.9,72.8,16.1
Santa Rosa,2024-03-22,28.4,19.3,1.4,74.6,22.2
Santa Rosa,2024-03-25,28.1,19.1,12.6,67.7,22.7
Santa Rosa,2024-03-28,27.0,14.6,3.8,76.7,20.9
Santa Rosa,2024-03-31,24.6,14.9,1.5,61.6,21.3
Santa Rosa,2024-04-03,27.9,17.8,0.7,64.2,26.2
Santa Rosa,2024-04-06,26.4,15.9,3.8,81.3,24.7
Santa Rosa,2024-04-09,29.6,15.9,0.1,89.3,23.4
Santa Rosa,2024-04-12,25.7,18.7,2.5,84.1,25.9
Santa Rosa,2024-04-15,24.5,17.0,4.6,96.1,17.0
Santa Rosa,2024-04-18,30.4,15.9,8.0,68.8,20.0
Santa Rosa,2024-04-21,24.2,16.4,2.3,72.4,17.8
Santa Rosa,2024-04-24,26.4,15.8,0.1,81.1,21.1
Santa Rosa,2024-04-27,23.3,14.7,0.7,81.2,25.2
Santa Rosa,2024-04-30,31.3,16.1,0.6,55.5,21.7
Santa Rosa,2024-05-03,24.1,15.7,1.3,73.0,16.5
Santa Rosa,2024-05-06,27.8,14.8,5.0,91.0,24.3
Santa Rosa,2024-05-09,27.7,15.0,2.3,85.4,21.2
Santa Rosa,2024-05-12,19.1,20.7,1.7,73.4,24.3
Santa Rosa,2024-05-15,28.0,17.3,0.7,57.7,21.1
Santa Rosa,2024-05-18,30.4,14.5,2.7,82.2,18.2
Santa Rosa,2024-05-21,25.8,15.1,1.4,54.3,17.8
Santa Rosa,2024-05-24,27.4,16.3,1.0,88.4,26.0
Santa Rosa,2024-05-27,29.1,15.5,1.8,70.2,22.3
Santa Rosa,2024-05-30,28.9,17.1,1.4,77.9,25.0
Santa Rosa,2024-06-02,29.0,15.8,5.6,61.4,17.3
Santa Rosa,2024-06-05,27.5,16.9,7.5,65.0,21.0
Santa Rosa,2024-06-08,24.6,16.7,5.4,62.8,20.2
Santa Rosa,2024-06-11,27.8,14.1,0.3,74.7,17.0
Santa Rosa,2024-06-14,22.7,12.7,2.4,56.8,18.6
Santa Rosa,2024-06-17,31.0,13.1,0.9,91.3,21.6
Santa Rosa,2024-06-20,25.9,15.5,0.8,87.0,17.9
Santa Rosa,2024-06-23,24.9,13.1,3.7,55.9,18.1
Santa Rosa,2024-06-26,24.5,18.0,5.6,74.0,13.6
Santa Rosa,2024-06-29,27.1,13.4,1.5,92.1,23.7
Santa Rosa,2024-07-02,26.5,22.2,0.5,81.7,13.9
Santa Rosa,2024-07-05,26.2,13.1,8.0,70.6,18.8
Santa Rosa,2024-07-08,29.6,14.7,2.7,78.2,14.1
Santa Rosa,2024-07-11,24.9,15.9,2.1,84.2,19.1
Santa Rosa,2024-07-14,26.0,14.1,2.1,67.0,18.9
Santa Rosa,2024-07-17,26.6,16.9,6.3,62.3,21.7
Santa Rosa,2024-07-20,19.3,14.6,1.3,67.6,24.8
Santa Rosa,2024-07-23,25.7,14.7,0.1,64.0,18.4
Santa Rosa,2024-07-26,27.1,15.0,3.7,81.0,18.3
Santa Rosa,2024-07-29,24.3,13.5,2.0,73.1,14.3
Santa Rosa,2024-08-01,28.7,17.3,0.2,73.0,22.5
Santa Rosa,2024-08-04,32.3,15.2,9.1,54.7,27.0
Santa Rosa,2024-08-07,31.2,14.0,1.9,66.8,24.9
Santa Rosa,2024-08-10,23.6,11.9,6.5,73.1,21.8
Santa Rosa,2024-08-13,26.3,16.8,2.9,61.6,20.4
Santa Rosa,2024-08-16,21.1,15.2,2.6,67.0,17.8
Santa Rosa,2024-08-19,24.3,12.2,4.3,67.0,14.5
Santa Rosa,2024-08-22,27.0,15.2,0.6,48.4,22.7
Santa Rosa,2024-08-25,23.7,15.9,3.5,66.1,24.6
Santa Rosa,2024-08-28,28.1,18.1,1.9,74.0,12.9
Santa Rosa,2024-08-31,26.0,15.4,2.6,64.9,21.1
Santa Rosa,2024-09-03,27.4,18.1,0.9,74.4,23.3
Santa Rosa,2024-09-06,22.6,12.6,1.0,77.9,22.7
Santa Rosa,2024-09-09,29.1,14.5,0.5,68.8,25.8
Santa Rosa,2024-09-12,31.1,17.4,13.1,83.4,19.0
Santa Rosa,2024-09-15,25.8,15.6,4.9,68.2,15.5
Santa Rosa,2024-09-18,29.4,16.9,1.1,53.7,27.6
Santa Rosa,2024-09-21,22.9,13.4,3.4,83.1,20.9
Santa Rosa,2024-09-24,26.2,14.2,1.8,81.3,23.2
Santa Rosa,2024-09-27,30.2,16.6,2.4,74.6,18.5
Santa Rosa,2024-09-30,25.4,13.6,1.0,74.6,22.0
Santa Rosa,2024-10-03,25.2,16.2,2.1,68.7,9.9
Santa Rosa,2024-10-06,22.9,15.2,2.0,52.0,15.0
Santa Rosa,2024-10-09,27.4,19.4,6.5,77.0,18.6
Santa Rosa,2024-10-12,25.5,16.0,0.8,77.2,13.6
Santa Rosa,2024-10-15,29.0,15.9,3.7,53.6,16.1
Santa Rosa,2024-10-18,29.8,15.4,2.0,61.2,19.9
Santa Rosa,2024-10-21,23.4,16.0,5.1,73.2,16.4
Santa Rosa,2024-10-24,26.0,16.9,0.3,67.1,27.6
Santa Rosa,2024-10-27,24.4,18.0,5.1,76.5,22.8
Santa Rosa,2024-10-30,25.5,13.4,2.2,63.8,22.1
Santa Rosa,2024-11-02,24.1,16.0,2.8,67.7,15.4
Santa Rosa,2024-11-05,26.6,14.8,8.6,63.4,16.3
Santa Rosa,2024-11-08,23.5,18.0,4.6,48.0,17.5
Santa Rosa,2024-11-11,29.1,14.3,1.0,61.4,22.0
Santa Rosa,2024-11-14,29.4,16.7,1.3,60.6,24.7
Santa Rosa,2024-11-17,24.8,17.8,4.1,71.4,14.5
Santa Rosa,2024-11-20,25.3,14.1,1.3,70.9,21.9
Santa Rosa,2024-11-23,25.6,14.0,2.6,59.7,24.3
Santa Rosa,2024-11-26,26.5,15.2,4.0,69.2,13.4
Santa Rosa,2024-11-29,24.2,17.9,1.4,53.2,21.4
Santa Rosa,2024-12-02,25.4,14.1,11.0,80.0,12.1
Santa Rosa,2024-12-05,24.7,16.1,15.2,75.5,16.6
Santa Rosa,2024-12-08,30.6,13.1,1.1,74.9,16.5
Santa Rosa,2024-12-11,28.6,14.8,1.8,51.6,21.3
Santa Rosa,2024-12-14,25.8,18.1,3.1,82.5,22.0
Santa Rosa,2024-12-17,26.5,17.4,0.9,74.7,10.8
Santa Rosa,2024-12-20,24.4,18.6,6.4,78.8,22.8
Santa Rosa,2024-12-23,25.0,11.8,16.9,90.8,16.5
Santa Rosa,2024-12-26,24.8,13.8,3.0,67.6,17.5
Santa Rosa,2024-12-29,30.4,17.0,23.6,57.8,24.6
Los Álamos,2023-01-01,24.9,16.2,14.7,49.5,15.6
Los Álamos,2023-01-04,27.1,17.5,13.3,68.3,22.0
Los Álamos,2023-01-07,28.8,19.2,3.6,71.2,30.0
Los Álamos,2023-01-10,31.7,16.2,6.7,62.1,21.8
Los Álamos,2023-01-13,26.0,16.2,3.6,80.0,22.0
Los Álamos,2023-01-16,31.5,19.1,2.9,65.0,23.3
Los Álamos,2023-01-19,32.0,18.3,0.2,85.9,19.9
Los Álamos,2023-01-22,29.6,19.4,9.6,61.8,21.5
Los Álamos,2023-01-25,29.3,22.1,2.5,64.0,22.9
Los Álamos,2023-01-28,30.2,21.0,6.5,71.9,19.6
Los Álamos,2023-01-31,29.5,16.6,19.1,74.2,25.1
Los Álamos,2023-02-03,29.4,17.6,0.6,62.1,24.3
Los Álamos,2023-02-06,32.1,20.9,3.3,65.1,20.4
Los Álamos,2023-02-09,30.3,17.3,9.5,75.8,16.4
Los Álamos,2023-02-12,34.1,18.6,6.8,61.7,26.0
Los Álamos,2023-02-15,34.0,20.4,0.5,75.4,22.9
Los Álamos,2023-02-18,27.5,19.9,2.8,67.9,18.7
Los Álamos,2023-02-21,30.6,17.1,15.4,81.5,18.2
Los Álamos,2023-02-24,29.4,17.2,13.2,78.5,19.0
Los Álamos,2023-02-27,26.4,17.7,12.0,71.9,20.4
Los Álamos,2023-03-02,29.9,19.9,5.8,74.5,16.1
Los Álamos,2023-03-05,35.8,17.8,11.6,75.7,18.4
Los Álamos,2023-03-08,29.4,18.4,3.5,74.4,13.4
Los Álamos,2023-03-11,33.8,20.0,12.0,52.6,16.8
Los Álamos,2023-03-14,32.9,26.7,0.8,80.4,22.1
Los Álamos,2023-03-17,27.3,20.4,1.2,57.9,14.9
Los Álamos,2023-03-20,31.8,18.3,10.3,69.8,15.5
Los Álamos,2023-03-23,27.7,17.2,3.3,65.0,15.7
Los Álamos,2023-03-26,30.8,19.7,5.7,67.0,27.4
Los Álamos,2023-03-29,26.9,19.2,0.2,80.9,21.2
Los Álamos,2023-04-01,28.3,18.5,0.3,69.1,14.7
Los Álamos,2023-04-04,32.5,20.5,2.5,67.0,19.1
Los Álamos,2023-04-07,26.5,14.7,4.3,66.4,14.2
Los Álamos,2023-04-10,29.8,20.7,2.6,68.7,12.6
Los Álamos,2023-04-13,31.2,18.7,1.6,89.4,16.7
Los Álamos,2023-04-16,22.2,16.3,4.6,70.3,15.1
Los Álamos,2023-04-19,25.8,17.7,7.2,75.2,18.4
Los Álamos,2023-04-22,27.8,16.9,0.4,70.4,20.8
Los Álamos,2023-04-25,29.8,18.2,6.9,62.7,18.4
Los Álamos,2023-04-28,34.6,15.7,0.6,71.0,18.8
Los Álamos,2023-05-01,32.1,17.8,3.7,78.1,27.2
Los Álamos,2023-05-04,32.9,18.1,1.2,70.5,20.6
Los Álamos,2023-05-07,27.3,20.3,0.0,57.3,20.2
Los Álamos,2023-05-10,24.7,17.2,1.0,72.9,27.5
Los Álamos,2023-05-13,30.8,21.3,0.6,88.6,17.1
Los Álamos,2023-05-16,27.4,19.7,1.4,72.2,19.0
Los Álamos,2023-05-19,27.9,21.6,0.7,76.9,22.1
Los Álamos,2023-05-22,25.4,16.7,9.0,75.6,18.5
Los Álamos,2023-05-25,29.2,15.5,1.1,70.7,22.0
Los Álamos,2023-05-28,28.0,17.1,4.0,50.8,21.1
Los Álamos,2023-05-31,26.4,17.6,1.4,70.4,9.7
Los Álamos,2023-06-03,28.6,18.2,5.6,85.1,17.6
Los Álamos,2023-06-06,28.8,17.2,1.2,83.1,29.9
Los Álamos,2023-06-09,31.3,20.6,0.3,72.5,26.3
Los Álamos,2023-06-12,31.4,18.7,2.8,51.8,21.2
Los Álamos,2023-06-15,25.5,15.1,3.9,58.9,20.0
Los Álamos,2023-06-18,29.7,18.8,1.8,79.0,19.6
Los Álamos,2023-06-21,30.5,16.0,0.8,81.0,23.9
Los Álamos,2023-06-24,27.4,17.3,0.6,63.4,14.4
Los Álamos,2023-06-27,29.0,19.7,6.6,69.1,19.1
Los Álamos,2023-06-30,32.0,17.2,3.1,61.5,15.4
Los Álamos,2023-07-03,30.7,18.1,3.2,82.7,25.3
Los Álamos,2023-07-06,25.3,19.7,1.3,65.4,21.3
Los Álamos,2023-07-09,25.1,21.3,5.2,61.3,17.7
Los Álamos,2023-07-12,25.1,17.8,2.9,56.7,23.1
Los Álamos,2023-07-15,32.6,18.3,1.4,74.3,19.9
Los Álamos,2023-07-18,26.7,17.1,15.8,72.5,20.0
Los Álamos,2023-07-21,29.9,15.3,1.4,70.0,30.0
Los Álamos,2023-07-24,28.4,19.0,4.0,71.9,19.7
Los Álamos,2023-07-27,26.9,21.4,1.0,74.3,18.1
Los Álamos,2023-07-30,28.9,15.5,0.5,67.2,15.1
Los Álamos,2023-08-02,32.5,17.4,0.1,78.4,21.9
Los Álamos,2023-08-05,23.9,19.8,7.4,66.7,19.6
Los Álamos,2023-08-08,25.4,18.8,1.2,67.1,20.6
Los Álamos,2023-08-11,32.1,16.8,2.4,79.5,18.3
Los Álamos,2023-08-14,26.6,15.5,4.0,62.6,24.8
Los Álamos,2023-08-17,27.7,16.6,2.2,63.1,20.0
Los Álamos,2023-08-20,31.9,18.6,2.8,72.1,13.2
Los Álamos,2023-08-23,30.4,18.7,0.1,76.1,19.2
Los Álamos,2023-08-26,32.0,17.8,0.0,66.9,21.8
Los Álamos,2023-08-29,28.5,21.7,0.5,78.7,26.2
Los Álamos,2023-09-01,25.5,15.6,0.1,70.4,19.2
Los Álamos,2023-09-04,25.3,20.7,0.2,82.8,24.3
Los Álamos,2023-09-07,30.0,16.7,1.5,65.5,24.4
Los Álamos,2023-09-10,32.3,16.7,5.3,65.0,20.3
Los Álamos,2023-09-13,32.2,16.8,4.4,71.0,29.3
Los Álamos,2023-09-16,30.2,18.2,0.1,66.6,12.8
Los Álamos,2023-09-19,28.8,17.9,0.2,69.3,11.7
Los Álamos,2023-09-22,28.5,18.9,1.2,65.9,19.7
Los Álamos,2023-09-25,27.4,18.4,0.8,61.0,21.1
Los Álamos,2023-09-28,30.0,18.1,6.6,68.6,18.9
Los Álamos,2023-10-01,28.3,16.5,0.3,64.3,17.8
Los Álamos,2023-10-04,26.9,14.9,2.1,78.7,20.8
Los Álamos,2023-10-07,33.3,19.9,0.0,88.8,19.6
Los Álamos,2023-10-10,29.6,18.4,1.6,70.0,17.4
Los Álamos,2023-10-13,30.9,16.8,2.4,74.1,19.2
Los Álamos,2023-10-16,30.8,15.4,1.9,65.4,30.0
Los Álamos,2023-10-19,29.8,17.2,1.5,83.1,18.6
Los Álamos,2023-10-22,27.4,19.1,3.1,76.3,20.1
Los Álamos,2023-10-25,29.8,18.9,0.1,74.2,24.4
Los Álamos,2023-10-28,29.5,16.8,7.4,77.5,12.9
Los Álamos,2023-10-31,24.9,20.2,3.3,57.3,20.4
Los Álamos,2023-11-03,28.4,17.9,0.4,57.1,15.6
Los Álamos,2023-11-06,28.6,18.1,3.9,77.9,18.3
Los Álamos,2023-11-09,28.3,19.0,5.5,78.4,16.3
Los Álamos,2023-11-12,25.9,17.8,5.0,57.6,14.4
Los Álamos,2023-11-15,29.8,16.9,2.0,79.7,17.5
Los Álamos,2023-11-18,32.3,18.5,4.4,67.9,9.4
Los Álamos,2023-11-21,26.6,18.1,1.1,52.1,19.8
Los Álamos,2023-11-24,26.6,18.9,4.0,77.4,24.3
Los Álamos,2023-11-27,30.5,20.1,4.7,98.2,15.1
Los Álamos,2023-11-30,28.1,20.2,5.5,74.9,22.7
Los Álamos,2023-12-03,24.2,21.6,3.8,82.5,11.9
Los Álamos,2023-12-06,30.0,17.3,7.0,73.2,21.5
Los Álamos,2023-12-09,26.7,18.3,3.5,75.0,24.0
Los Álamos,2023-12-12,29.8,15.8,3.5,96.1,26.6
Los Álamos,2023-12-15,22.0,18.5,11.3,68.2,18.2
Los Álamos,2023-12-18,28.7,19.5,1.2,81.9,19.8
Los Álamos,2023-12-21,27.1,20.6,2.4,64.4,17.7
Los Álamos,2023-12-24,34.8,17.0,17.7,74.6,23.1
Los Álamos,2023-12-27,35.1,21.2,17.7,61.1,26.5
Los Álamos,2023-12-30,28.5,17.1,34.2,57.5,18.1
Los Álamos,2024-01-01,26.1,13.5,3.6,72.1,20.3
Los Álamos,2024-01-04,25.7,15.1,12.9,83.9,16.9
Los Álamos,2024-01-07,27.3,18.0,4.1,69.8,19.8
Los Álamos,2024-01-10,23.8,16.4,10.5,75.6,15.3
Los Álamos,2024-01-13,27.1,18.8,2.3,73.7,25.1
Los Álamos,2024-01-16,24.1,16.9,3.0,72.8,16.9
Los Álamos,2024-01-19,22.8,15.4,0.3,72.9,21.6
Los Álamos,2024-01-22,27.6,16.9,5.3,67.3,20.3
Los Álamos,2024-01-25,31.4,16.3,0.0,71.0,19.1
Los Álamos,2024-01-28,26.0,16.5,9.0,68.5,16.8
Los Álamos,2024-01-31,27.3,17.2,22.4,49.9,22.4
Los Álamos,2024-02-03,27.3,14.1,0.1,56.0,24.2
Los Álamos,2024-02-06,26.9,11.5,0.2,65.9,17.8
Los Álamos,2024-02-09,25.2,15.8,1.5,51.4,25.1
Los Álamos,2024-02-12,26.4,14.6,7.1,77.7,14.8
Los Álamos,2024-02-15,27.4,14.9,4.8,59.0,17.5
Los Álamos,2024-02-18,27.1,16.5,10.3,69.1,23.6
Los Álamos,2024-02-21,22.9,16.0,0.6,59.5,21.0
Los Álamos,2024-02-24,25.7,13.6,3.7,79.2,12.3
Los Álamos,2024-02-27,23.4,17.2,0.2,85.0,22.5
Los Álamos,2024-03-01,27.8,14.0,13.5,57.2,25.2
Los Álamos,2024-03-04,28.1,14.4,7.9,92.4,19.1
Los Álamos,2024-03-07,28.4,15.2,14.6,54.9,20.0
Los Álamos,2024-03-10,27.2,19.6,32.2,67.2,25.2
Los Álamos,2024-03-13,26.4,15.7,2.6,60.7,12.7
Los Álamos,2024-03-16,25.5,14.1,13.4,62.1,18.1
Los Álamos,2024-03-19,25.9,15.9,2.7,59.4,20.3
Los Álamos,2024-03-22,29.7,16.3,2.4,68.8,11.8
Los Álamos,2024-03-25,26.7,15.2,0.7,62.5,18.4
Los Álamos,2024-03-28,29.5,18.2,4.7,64.8,18.0
Los Álamos,2024-03-31,29.1,16.3,5.6,75.4,17.6
Los Álamos,2024-04-03,30.5,16.0,0.6,67.7,24.9
Los Álamos,2024-04-06,26.0,17.9,3.1,62.3,22.6
Los Álamos,2024-04-09,24.9,17.7,0.2,61.3,19.7
Los Álamos,2024-04-12,25.7,16.7,0.5,66.3,22.1
Los Álamos,2024-04-15,27.1,16.1,1.4,61.4,21.3
Los Álamos,2024-04-18,26.3,14.2,1.8,71.0,19.1
Los Álamos,2024-04-21,30.4,12.4,5.5,61.2,20.8
Los Álamos,2024-04-24,25.6,14.2,1.9,88.6,19.1
Los Álamos,2024-04-27,27.9,16.2,1.3,48.9,21.5
Los Álamos,2024-04-30,25.2,11.3,0.4,88.5,17.4
Los Álamos,2024-05-03,29.0,18.4,5.7,71.2,13.1
Los Álamos,2024-05-06,25.3,17.9,0.4,73.7,20.5
Los Álamos,2024-05-09,32.5,15.2,2.0,71.3,26.8
Los Álamos,2024-05-12,24.0,16.4,1.7,71.4,24.9
Los Álamos,2024-05-15,28.0,18.5,1.7,61.8,20.1
Los Álamos,2024-05-18,26.9,15.7,2.6,82.0,18.5
Los Álamos,2024-05-21,30.6,16.1,1.2,75.6,16.7
Los Álamos,2024-05-24,28.0,19.9,0.8,79.0,22.8
Los Álamos,2024-05-27,27.8,16.4,2.7,77.6,14.6
Los Álamos,2024-05-30,27.7,15.7,0.7,83.0,17.1
Los Álamos,2024-06-02,23.6,17.6,5.2,50.7,23.6
Los Álamos,2024-06-05,27.4,17.0,1.4,56.2,15.3
Los Álamos,2024-06-08,26.4,13.5,0.9,65.4,20.7
Los Álamos,2024-06-11,27.4,16.8,0.6,66.6,20.7
Los Álamos,2024-06-14,27.6,11.2,0.5,71.5,22.3
Los Álamos,2024-06-17,23.8,15.4,1.3,77.4,14.4
Los Álamos,2024-06-20,24.7,17.1,2.6,60.7,23.6
Los Álamos,2024-06-23,29.4,17.5,0.4,67.7,19.2
Los Álamos,2024-06-26,25.4,16.4,2.2,65.7,22.4
Los Álamos,2024-06-29,30.0,16.8,0.2,62.9,12.6
Los Álamos,2024-07-02,28.8,14.5,0.4,52.3,16.4
Los Álamos,2024-07-05,23.3,15.2,1.5,70.9,25.0
Los Álamos,2024-07-08,28.7,12.8,1.0,71.1,19.6
Los Álamos,2024-07-11,27.0,16.5,0.8,68.2,24.7
Los Álamos,2024-07-14,25.3,14.0,2.5,58.7,13.1
Los Álamos,2024-07-17,26.2,18.9,0.3,71.8,11.5
Los Álamos,2024-07-20,28.1,16.2,0.7,71.8,20.7
Los Álamos,2024-07-23,24.4,16.7,0.1,67.7,16.5
Los Álamos,2024-07-26,26.6,17.8,0.7,75.8,17.3
Los Álamos,2024-07-29,27.7,14.9,0.4,85.2,14.4
Los Álamos,2024-08-01,28.3,19.5,1.6,56.7,14.9
Los Álamos,2024-08-04,25.2,16.4,0.5,57.3,16.5
Los Álamos,2024-08-07,25.0,15.7,5.0,60.7,16.1
Los Álamos,2024-08-10,24.2,17.3,0.5,61.0,18.5
Los Álamos,2024-08-13,25.1,16.6,0.8,75.5,19.6
Los Álamos,2024-08-16,25.4,13.4,1.8,76.8,18.1
Los Álamos,2024-08-19,30.1,16.1,0.0,73.0,19.3
Los Álamos,2024-08-22,24.7,15.8,2.2,64.9,21.8
Los Álamos,2024-08-25,24.3,17.6,0.1,58.0,19.1
Los Álamos,2024-08-28,29.4,13.5,2.4,69.3,28.5
Los Álamos,2024-08-31,25.4,17.0,3.8,64.1,20.6
Los Álamos,2024-09-03,25.9,15.3,4.0,69.8,23.6
Los Álamos,2024-09-06,27.2,18.2,1.7,69.4,17.5
Los Álamos,2024-09-09,25.8,13.1,1.1,71.5,26.9
Los Álamos,2024-09-12,28.4,14.3,9.9,67.9,23.2
Los Álamos,2024-09-15,26.5,17.1,0.3,77.2,13.6
Los Álamos,2024-09-18,31.1,13.8,0.3,67.3,19.5
Los Álamos,2024-09-21,26.4,16.6,1.3,80.6,25.6
Los Álamos,2024-09-24,27.9,19.5,0.2,80.8,21.7
Los Álamos,2024-09-27,25.7,16.4,0.3,69.7,21.7
Los Álamos,2024-09-30,29.2,16.0,1.5,61.8,15.5
Los Álamos,2024-10-03,26.2,14.9,0.6,63.2,22.1
Los Álamos,2024-10-06,32.1,17.7,1.8,66.2,20.4
Los Álamos,2024-10-09,28.1,14.7,1.0,78.5,24.4
Los Álamos,2024-10-12,27.2,13.7,0.4,55.6,20.3
Los Álamos,2024-10-15,27.7,15.5,0.1,74.2,21.0
Los Álamos,2024-10-18,24.0,15.5,2.6,85.8,18.9
Los Álamos,2024-10-21,28.4,17.8,2.4,81.5,24.8
Los Álamos,2024-10-24,30.5,17.0,5.1,63.8,28.5
Los Álamos,2024-10-27,29.0,18.7,8.6,78.4,25.7
Los Álamos,2024-10-30,24.3,15.7,0.5,68.2,16.7
Los Álamos,2024-11-02,26.5,21.9,0.5,55.6,22.2
Los Álamos,2024-11-05,29.0,15.4,4.7,72.8,14.6
Los Álamos,2024-11-08,24.5,16.4,2.7,62.9,16.8
Los Álamos,2024-11-11,26.8,17.8,2.2,86.2,17.2
Los Álamos,2024-11-14,27.5,15.3,2.9,62.2,27.7
Los Álamos,2024-11-17,22.8,19.5,1.1,75.5,25.3
Los Álamos,2024-11-20,29.2,14.6,2.8,88.7,16.5
Los Álamos,2024-11-23,32.3,16.8,0.3,61.1,19.1
Los Álamos,2024-11-26,22.2,15.2,2.7,59.3,23.0
Los Álamos,2024-11-29,26.5,14.8,1.2,73.6,20.3
Los Álamos,2024-12-02,25.3,16.3,1.6,58.6,18.8
Los Álamos,2024-12-05,28.5,17.2,7.0,76.8,16.1
Los Álamos,2024-12-08,24.7,15.5,6.0,71.6,18.9
Los Álamos,2024-12-11,30.9,15.5,0.6,64.9,16.0
Los Álamos,2024-12-14,26.6,15.5,3.1,96.0,21.3
Los Álamos,2024-12-17,28.2,15.1,5.0,68.0,17.7
Los Álamos,2024-12-20,29.6,12.7,8.6,57.2,19.0
Los Álamos,2024-12-23,30.4,15.3,0.5,70.3,25.2
Los Álamos,2024-12-26,23.1,17.5,1.6,79.2,16.7
Los Álamos,2024-12-29,27.1,15.8,1.3,57.2,17.7
